series_id,league,year,date_day,blue_team,red_team,oe_winner,oe_loser,oe_score,oe_w_wins,oe_l_wins,num_games,pair_key,page_num,source_url,date_header,match_date,team1_raw,team2_raw,team1,team2,series_score,score1,score2,odd1_decimal,odd2_decimal,implied_prob1_vigfree,implied_prob2_vigfree,norm_team1,norm_team2,blue_is_team1,format,q_team1,q_team2,q_blue_win,score_match
LCK_20250820_Gen.G|Nongshim RedForce,LCK,2025,2025-08-20,Gen.G,Nongshim RedForce,Gen.G,Nongshim RedForce,1-1,1,1,2,Gen.G|Nongshim RedForce,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,20 Aug 2025 - Second stage,2025-08-20,Gen.G,Nongshim RedForce,Gen.G,Nongshim RedForce,2-0,2.0,0.0,1.03,19.0,0.948577,0.051423,Gen.G,Nongshim RedForce,True,BO3,0.8626357172654658,0.13736428273453416,0.8626357172654658,True
LCK_20250821_Hanwha Life Esports|KT Rolster,LCK,2025,2025-08-21,KT Rolster,Hanwha Life Esports,KT Rolster,Hanwha Life Esports,2-1,2,1,3,Hanwha Life Esports|KT Rolster,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,21 Aug 2025 - Second stage,2025-08-21,KT Rolster,Hanwha Life,KT Rolster,Hanwha Life Esports,1-2,1.0,2.0,5.8,1.17,0.167862,0.832138,KT Rolster,Hanwha Life Esports,True,BO3,0.26018533484941353,0.7398146651505865,0.26018533484941353,True
LCK_20250821_BNK FEARX|HANJIN BRION,LCK,2025,2025-08-21,HANJIN BRION,BNK FEARX,HANJIN BRION,BNK FEARX,2-1,2,1,3,BNK FEARX|HANJIN BRION,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,21 Aug 2025 - Second stage,2025-08-21,OKSavingsBank Brion,FearX,HANJIN BRION,BNK FEARX,1-2,1.0,2.0,2.11,1.78,0.457584,0.542416,HANJIN BRION,BNK FEARX,True,BO3,0.4716924221346872,0.5283075778653128,0.4716924221346872,True
LCK_20250822_Dplus Kia|KRX,LCK,2025,2025-08-22,Dplus Kia,DRX,DRX,Dplus Kia,2-1,2,1,3,Dplus Kia|KRX,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,22 Aug 2025 - Second stage,2025-08-22,Dplus Kia,KRX,Dplus Kia,KRX,2-1,2.0,1.0,1.32,3.8,0.742188,0.257812,Dplus Kia,KRX,True,BO3,0.6677529981211286,0.33224700187887135,0.6677529981211286,True
LCK_20250823_Gen.G|Hanwha Life Esports,LCK,2025,2025-08-23,Hanwha Life Esports,Gen.G,Hanwha Life Esports,Gen.G,2-1,2,1,3,Gen.G|Hanwha Life Esports,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,23 Aug 2025 - Second stage,2025-08-23,Hanwha Life,Gen.G,Hanwha Life Esports,Gen.G,1-2,1.0,2.0,4.3,1.25,0.225225,0.774775,Hanwha Life Esports,Gen.G,True,BO3,0.3072716795443076,0.6927283204556924,0.3072716795443076,True
LCK_20250823_DN SOOPers|HANJIN BRION,LCK,2025,2025-08-23,HANJIN BRION,DN SOOPers,HANJIN BRION,DN SOOPers,2-1,2,1,3,DN SOOPers|HANJIN BRION,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,23 Aug 2025 - Second stage,2025-08-23,OKSavingsBank Brion,DN SOOPers,HANJIN BRION,DN SOOPers,1-2,1.0,2.0,1.45,3.1,0.681319,0.318681,HANJIN BRION,DN SOOPers,True,BO3,0.6233837871391785,0.3766162128608215,0.6233837871391785,True
LCK_20250822_Nongshim RedForce|T1,LCK,2025,2025-08-22,Nongshim RedForce,T1,Nongshim RedForce,T1,2-1,2,1,3,Nongshim RedForce|T1,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,22 Aug 2025 - Second stage,2025-08-22,Nongshim RedForce,T1,Nongshim RedForce,T1,1-2,1.0,2.0,17.0,1.04,0.05765,0.94235,Nongshim RedForce,T1,True,BO3,0.1459014192637973,0.8540985807362027,0.1459014192637973,True
LCK_20250824_BNK FEARX|Dplus Kia,LCK,2025,2025-08-24,BNK FEARX,Dplus Kia,Dplus Kia,BNK FEARX,2-0,2,0,2,BNK FEARX|Dplus Kia,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,24 Aug 2025 - Second stage,2025-08-24,FearX,Dplus Kia,BNK FEARX,Dplus Kia,0-2,0.0,2.0,2.46,1.59,0.392593,0.607407,BNK FEARX,Dplus Kia,True,BO3,0.42789549925937764,0.5721045007406224,0.42789549925937764,True
LCK_20250824_KT Rolster|T1,LCK,2025,2025-08-24,KT Rolster,T1,KT Rolster,T1,1-1,1,1,2,KT Rolster|T1,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,24 Aug 2025 - Second stage,2025-08-24,KT Rolster,T1,KT Rolster,T1,2-0,2.0,0.0,8.3,1.1,0.117021,0.882979,KT Rolster,T1,True,BO3,0.2132397081304769,0.7867602918695231,0.2132397081304769,True
LCK_20250827_Hanwha Life Esports|T1,LCK,2025,2025-08-27,T1,Hanwha Life Esports,T1,Hanwha Life Esports,3-0,3,0,3,Hanwha Life Esports|T1,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,27 Aug 2025 - Second stage,2025-08-27,T1,Hanwha Life,T1,Hanwha Life Esports,2-1,2.0,1.0,1.62,2.9,0.641593,0.358407,T1,Hanwha Life Esports,True,BO3,0.5955587912509115,0.4044412087490885,0.5955587912509115,True
LCK_20250827_BNK FEARX|DN SOOPers,LCK,2025,2025-08-27,DN SOOPers,BNK FEARX,BNK FEARX,DN SOOPers,2-0,2,0,2,BNK FEARX|DN SOOPers,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,27 Aug 2025 - Second stage,2025-08-27,DN SOOPers,FearX,DN SOOPers,BNK FEARX,0-2,0.0,2.0,3.2,1.42,0.307359,0.692641,DN SOOPers,BNK FEARX,True,BO3,0.3685437864928466,0.6314562135071534,0.3685437864928466,True
LCK_20250828_Dplus Kia|HANJIN BRION,LCK,2025,2025-08-28,Dplus Kia,HANJIN BRION,Dplus Kia,HANJIN BRION,1-1,1,1,2,Dplus Kia|HANJIN BRION,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,28 Aug 2025 - Second stage,2025-08-28,Dplus Kia,OKSavingsBank Brion,Dplus Kia,HANJIN BRION,2-0,2.0,0.0,1.43,3.25,0.694444,0.305556,Dplus Kia,HANJIN BRION,True,BO3,0.6327484151830797,0.36725158481692033,0.6327484151830797,True
LCK_20250828_Gen.G|KT Rolster,LCK,2025,2025-08-28,Gen.G,KT Rolster,Gen.G,KT Rolster,1-1,1,1,2,Gen.G|KT Rolster,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,28 Aug 2025 - Second stage,2025-08-28,Gen.G,KT Rolster,Gen.G,KT Rolster,2-0,2.0,0.0,1.11,7.38,0.869258,0.130742,Gen.G,KT Rolster,True,BO3,0.7734284990234084,0.22657150097659162,0.7734284990234084,True
LCK_20250829_BNK FEARX|KRX,LCK,2025,2025-08-29,BNK FEARX,DRX,DRX,BNK FEARX,2-1,2,1,3,BNK FEARX|KRX,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,29 Aug 2025 - Second stage,2025-08-29,FearX,KRX,BNK FEARX,KRX,2-1,2.0,1.0,1.62,2.5,0.606796,0.393204,BNK FEARX,KRX,True,BO3,0.5716885673590187,0.42831143264098126,0.5716885673590187,True
LCK_20250829_Hanwha Life Esports|Nongshim RedForce,LCK,2025,2025-08-29,Hanwha Life Esports,Nongshim RedForce,Hanwha Life Esports,Nongshim RedForce,1-1,1,1,2,Hanwha Life Esports|Nongshim RedForce,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,29 Aug 2025 - Second stage,2025-08-29,Hanwha Life,Nongshim RedForce,Hanwha Life Esports,Nongshim RedForce,2-0,2.0,0.0,1.12,7.8,0.874439,0.125561,Hanwha Life Esports,Nongshim RedForce,True,BO3,0.7783948332842126,0.22160516671578745,0.7783948332842126,True
LCK_20250830_Gen.G|T1,LCK,2025,2025-08-30,T1,Gen.G,T1,Gen.G,2-1,2,1,3,Gen.G|T1,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,30 Aug 2025 - Second stage,2025-08-30,T1,Gen.G,T1,Gen.G,1-2,1.0,2.0,2.72,1.55,0.362998,0.637002,T1,Gen.G,True,BO3,0.40761395790634825,0.5923860420936518,0.40761395790634825,True
LCK_20250830_DN SOOPers|Dplus Kia,LCK,2025,2025-08-30,DN SOOPers,Dplus Kia,DN SOOPers,Dplus Kia,2-1,2,1,3,DN SOOPers|Dplus Kia,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,30 Aug 2025 - Second stage,2025-08-30,DN SOOPers,Dplus Kia,DN SOOPers,Dplus Kia,1-2,1.0,2.0,7.38,1.13,0.132785,0.867215,DN SOOPers,Dplus Kia,True,BO3,0.2285087433996321,0.7714912566003679,0.2285087433996321,True
LCK_20250831_HANJIN BRION|KRX,LCK,2025,2025-08-31,DRX,HANJIN BRION,HANJIN BRION,DRX,3-0,3,0,3,HANJIN BRION|KRX,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,31 Aug 2025 - Second stage,2025-08-31,KRX,OKSavingsBank Brion,KRX,HANJIN BRION,1-2,1.0,2.0,2.1,1.85,0.468354,0.531646,KRX,HANJIN BRION,True,BO3,0.47889012382921986,0.5211098761707802,0.47889012382921986,True
LCK_20250831_KT Rolster|Nongshim RedForce,LCK,2025,2025-08-31,Nongshim RedForce,KT Rolster,KT Rolster,Nongshim RedForce,2-0,2,0,2,KT Rolster|Nongshim RedForce,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck-2025/results/,31 Aug 2025 - Second stage,2025-08-31,Nongshim RedForce,KT Rolster,Nongshim RedForce,KT Rolster,0-2,0.0,2.0,3.52,1.4,0.284553,0.715447,Nongshim RedForce,KT Rolster,True,BO3,0.3520507196643347,0.6479492803356652,0.3520507196643347,True
LCK_20260114_Dplus Kia|HANJIN BRION,LCK,2026,2026-01-14,Dplus Kia,HANJIN BRION,Dplus Kia,HANJIN BRION,2-0,2,0,2,Dplus Kia|HANJIN BRION,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/3/,14 Jan 2026 - Preliminary,2026-01-14 00:00:00,Dplus Kia,OKSavingsBank Brion,Dplus Kia,HANJIN BRION,2-0,2.0,0.0,1.12,7.5,0.87007,0.12993,Dplus Kia,HANJIN BRION,True,BO3,0.7742017208548521,0.22579827914514794,0.7742017208548521,True
LCK_20260115_Gen.G|KRX,LCK,2026,2026-01-15,Kiwoom DRX,Gen.G,Kiwoom DRX,Gen.G,1-1,1,1,2,Gen.G|KRX,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/3/,15 Jan 2026 - Preliminary,2026-01-15 00:00:00,Gen.G,KRX,Gen.G,KRX,2-0,2.0,0.0,1.04,12.0,0.920245,0.079755,Gen.G,KRX,False,BO3,0.8266235481452019,0.1733764518547981,0.1733764518547981,True
LCK_20260116_DN SOOPers|Dplus Kia,LCK,2026,2026-01-16,Dplus Kia,DN SOOPers,Dplus Kia,DN SOOPers,2-0,2,0,2,DN SOOPers|Dplus Kia,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/3/,16 Jan 2026 - Preliminary,2026-01-16 00:00:00,DN SOOPers,Dplus Kia,DN SOOPers,Dplus Kia,0-2,0.0,2.0,5.0,1.22,0.196141,0.803859,DN SOOPers,Dplus Kia,False,BO3,0.28398820374968553,0.7160117962503145,0.7160117962503145,True
LCK_20260116_Hanwha Life Esports|T1,LCK,2026,2026-01-16,T1,Hanwha Life Esports,Hanwha Life Esports,T1,2-1,2,1,3,Hanwha Life Esports|T1,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/3/,16 Jan 2026 - Preliminary,2026-01-16 00:00:00,Hanwha Life,T1,Hanwha Life Esports,T1,1-2,1.0,2.0,2.19,1.78,0.448363,0.551637,Hanwha Life Esports,T1,False,BO3,0.465520680232922,0.5344793197670781,0.5344793197670781,True
LCK_20260117_BNK FEARX|HANJIN BRION,LCK,2026,2026-01-17,BNK FEARX,HANJIN BRION,HANJIN BRION,BNK FEARX,2-1,2,1,3,BNK FEARX|HANJIN BRION,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/3/,17 Jan 2026 - Preliminary,2026-01-17 00:00:00,OKSavingsBank Brion,FearX,HANJIN BRION,BNK FEARX,1-2,1.0,2.0,5.5,1.16,0.174174,0.825826,HANJIN BRION,BNK FEARX,False,BO3,0.2656141433711054,0.7343858566288946,0.7343858566288946,True
LCK_20260117_Gen.G|KT Rolster,LCK,2026,2026-01-17,KT Rolster,Gen.G,KT Rolster,Gen.G,1-1,1,1,2,Gen.G|KT Rolster,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/3/,17 Jan 2026 - Preliminary,2026-01-17 00:00:00,Gen.G,KT Rolster,Gen.G,KT Rolster,2-0,2.0,0.0,1.17,5.6,0.827179,0.172821,Gen.G,KT Rolster,False,BO3,0.7355435047545966,0.2644564952454034,0.2644564952454034,True
LCK_20260118_Hanwha Life Esports|Nongshim RedForce,LCK,2026,2026-01-18,Hanwha Life Esports,Nongshim RedForce,Hanwha Life Esports,Nongshim RedForce,1-1,1,1,2,Hanwha Life Esports|Nongshim RedForce,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/3/,18 Jan 2026 - Preliminary,2026-01-18 00:00:00,Nongshim RedForce,Hanwha Life,Nongshim RedForce,Hanwha Life Esports,2-0,2.0,0.0,6.3,1.14,0.153226,0.846774,Nongshim RedForce,Hanwha Life Esports,False,BO3,0.24730226137090133,0.7526977386290987,0.7526977386290987,True
LCK_20260118_KRX|T1,LCK,2026,2026-01-18,T1,Kiwoom DRX,Kiwoom DRX,T1,2-1,2,1,3,KRX|T1,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/3/,18 Jan 2026 - Preliminary,2026-01-18 00:00:00,KRX,T1,KRX,T1,1-2,1.0,2.0,10.0,1.05,0.095023,0.904977,KRX,T1,False,BO3,0.1904771245313952,0.8095228754686048,0.8095228754686048,True
LCK_20260114_DN SOOPers|KT Rolster,LCK,2026,2026-01-14,DN SOOPers,KT Rolster,DN SOOPers,KT Rolster,2-1,2,1,3,DN SOOPers|KT Rolster,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/3/,14 Jan 2026 - Preliminary,2026-01-14 00:00:00,KT Rolster,DN SOOPers,KT Rolster,DN SOOPers,2-1,2.0,1.0,1.22,5.0,0.803859,0.196141,KT Rolster,DN SOOPers,False,BO3,0.7160117962503144,0.2839882037496856,0.2839882037496856,True
LCK_20260115_BNK FEARX|Nongshim RedForce,LCK,2026,2026-01-15,Nongshim RedForce,BNK FEARX,Nongshim RedForce,BNK FEARX,1-1,1,1,2,BNK FEARX|Nongshim RedForce,3.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/3/,15 Jan 2026 - Preliminary,2026-01-15 00:00:00,FearX,Nongshim RedForce,BNK FEARX,Nongshim RedForce,2-0,2.0,0.0,1.65,2.38,0.590571,0.409429,BNK FEARX,Nongshim RedForce,False,BO3,0.5606785486871223,0.4393214513128777,0.4393214513128777,True
LCK_20260121_Dplus Kia|Nongshim RedForce,LCK,2026,2026-01-21,Dplus Kia,Nongshim RedForce,Dplus Kia,Nongshim RedForce,2-1,2,1,3,Dplus Kia|Nongshim RedForce,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/2/,21 Jan 2026 - Preliminary,2026-01-21 00:00:00,Dplus Kia,Nongshim RedForce,Dplus Kia,Nongshim RedForce,2-1,2.0,1.0,1.37,3.25,0.703463,0.296537,Dplus Kia,Nongshim RedForce,True,BO3,0.6392415237036972,0.36075847629630275,0.6392415237036972,True
LCK_20260121_DN SOOPers|KRX,LCK,2026,2026-01-21,DN SOOPers,Kiwoom DRX,Kiwoom DRX,DN SOOPers,2-1,2,1,3,DN SOOPers|KRX,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/2/,21 Jan 2026 - Preliminary,2026-01-21 00:00:00,KRX,DN SOOPers,KRX,DN SOOPers,1-2,1.0,2.0,1.95,1.9,0.493506,0.506494,KRX,DN SOOPers,False,BO3,0.495670558465139,0.5043294415348609,0.5043294415348609,True
LCK_20260122_HANJIN BRION|Hanwha Life Esports,LCK,2026,2026-01-22,Hanwha Life Esports,HANJIN BRION,HANJIN BRION,Hanwha Life Esports,2-1,2,1,3,HANJIN BRION|Hanwha Life Esports,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/2/,22 Jan 2026 - Preliminary,2026-01-22 00:00:00,OKSavingsBank Brion,Hanwha Life,HANJIN BRION,Hanwha Life Esports,1-2,1.0,2.0,9.0,1.07,0.106256,0.893744,HANJIN BRION,Hanwha Life Esports,False,BO3,0.2023397620235439,0.7976602379764561,0.7976602379764561,True
LCK_20260122_BNK FEARX|Gen.G,LCK,2026,2026-01-22,Gen.G,BNK FEARX,Gen.G,BNK FEARX,2-0,2,0,2,BNK FEARX|Gen.G,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/2/,22 Jan 2026 - Preliminary,2026-01-22 00:00:00,FearX,Gen.G,BNK FEARX,Gen.G,0-2,0.0,2.0,8.0,1.08,0.118943,0.881057,BNK FEARX,Gen.G,False,BO3,0.21514290730614202,0.784857092693858,0.784857092693858,True
LCK_20260123_KRX|Nongshim RedForce,LCK,2026,2026-01-23,Kiwoom DRX,Nongshim RedForce,Nongshim RedForce,Kiwoom DRX,2-1,2,1,3,KRX|Nongshim RedForce,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/2/,23 Jan 2026 - Preliminary,2026-01-23 00:00:00,Nongshim RedForce,KRX,Nongshim RedForce,KRX,1-2,1.0,2.0,1.41,3.0,0.680272,0.319728,Nongshim RedForce,KRX,False,BO3,0.6226408163905832,0.3773591836094168,0.3773591836094168,True
LCK_20260124_DN SOOPers|Hanwha Life Esports,LCK,2026,2026-01-24,DN SOOPers,Hanwha Life Esports,Hanwha Life Esports,DN SOOPers,2-1,2,1,3,DN SOOPers|Hanwha Life Esports,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/2/,24 Jan 2026 - Preliminary,2026-01-24 00:00:00,Hanwha Life,DN SOOPers,Hanwha Life Esports,DN SOOPers,2-1,2.0,1.0,1.17,6.2,0.841248,0.158752,Hanwha Life Esports,DN SOOPers,False,BO3,0.7477825368065367,0.2522174631934633,0.2522174631934633,True
LCK_20260125_BNK FEARX|T1,LCK,2026,2026-01-25,BNK FEARX,T1,T1,BNK FEARX,3-0,3,0,3,BNK FEARX|T1,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/2/,25 Jan 2026 - Preliminary,2026-01-25 00:00:00,T1,FearX,T1,BNK FEARX,2-1,2.0,1.0,1.25,4.3,0.774775,0.225225,T1,BNK FEARX,False,BO3,0.6927283204556923,0.3072716795443077,0.3072716795443077,True
LCK_20260123_KT Rolster|T1,LCK,2026,2026-01-23,T1,KT Rolster,T1,KT Rolster,2-0,2,0,2,KT Rolster|T1,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/2/,23 Jan 2026 - Preliminary,2026-01-23 00:00:00,KT Rolster,T1,KT Rolster,T1,0-2,0.0,2.0,4.28,1.28,0.230216,0.769784,KT Rolster,T1,False,BO3,0.3111660069022529,0.6888339930977472,0.6888339930977472,True
LCK_20260124_Dplus Kia|Gen.G,LCK,2026,2026-01-24,Dplus Kia,Gen.G,Dplus Kia,Gen.G,1-1,1,1,2,Dplus Kia|Gen.G,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/2/,24 Jan 2026 - Preliminary,2026-01-24 00:00:00,Dplus Kia,Gen.G,Dplus Kia,Gen.G,0-2,0.0,2.0,4.8,1.22,0.202658,0.797342,Dplus Kia,Gen.G,True,BO3,0.2893001312497075,0.7106998687502926,0.2893001312497075,True
LCK_20260125_HANJIN BRION|KT Rolster,LCK,2026,2026-01-25,HANJIN BRION,KT Rolster,HANJIN BRION,KT Rolster,2-1,2,1,3,HANJIN BRION|KT Rolster,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lck/results/#/page/2/,25 Jan 2026 - Preliminary,2026-01-25 00:00:00,KT Rolster,OKSavingsBank Brion,KT Rolster,HANJIN BRION,2-1,2.0,1.0,1.25,4.6,0.786325,0.213675,KT Rolster,HANJIN BRION,False,BO3,0.70184850236963,0.29815149763036997,0.29815149763036997,True
LCS_20260220_Disguised|Team Liquid,LCS,2026,2026-02-20,Team Liquid,Disguised,Team Liquid,Disguised,3-0,3,0,3,Disguised|Team Liquid,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs/results/,20 Feb 2026 - Winter - Play Offs,2026-02-20 00:00:00,Team Liquid,Disguised,Team Liquid,Disguised,3-0,3.0,0.0,1.63,2.7,0.623557,0.376443,Team Liquid,Disguised,True,BO5,0.5666835720178341,0.43331642798216585,0.5666835720178341,True
LCS_20260221_FlyQuest|Lyon Gaming,LCS,2026,2026-02-21,LYON,FlyQuest,LYON,FlyQuest,3-0,3,0,3,FlyQuest|Lyon Gaming,,,,,,,,,,,,,,,,,,,,,,,
LCS_20260222_Cloud9|Sentinels,LCS,2026,2026-02-22,Sentinels,Cloud9,Sentinels,Cloud9,2-1,2,1,3,Cloud9|Sentinels,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs/results/,22 Feb 2026 - Winter - Play Offs,2026-02-22 00:00:00,Cloud9,Sentinels,Cloud9,Sentinels,3-0,3.0,0.0,1.14,6.4,0.848806,0.151194,Cloud9,Sentinels,False,BO5,0.7091448913473203,0.2908551086526797,0.2908551086526797,True
LCS_20260227_Lyon Gaming|Team Liquid,LCS,2026,2026-02-27,Team Liquid,LYON,LYON,Team Liquid,3-1,3,1,4,Lyon Gaming|Team Liquid,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs/results/,27 Feb 2026 - Winter - Play Offs,2026-02-27 00:00:00,Team Liquid,Lyon Gaming,Team Liquid,Lyon Gaming,1-3,1.0,3.0,1.86,2.02,0.520619,0.479381,Team Liquid,Lyon Gaming,True,BO5,0.5110003491558813,0.48899965084411867,0.5110003491558813,True
LCS_20260228_Lyon Gaming|Sentinels,LCS,2026,2026-02-28,LYON,Sentinels,LYON,Sentinels,2-1,2,1,3,Lyon Gaming|Sentinels,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs/results/,28 Feb 2026 - Winter - Play Offs,2026-02-28 00:00:00,Lyon Gaming,Sentinels,Lyon Gaming,Sentinels,3-1,3.0,1.0,1.3,4.2,0.763636,0.236364,Lyon Gaming,Sentinels,True,BO5,0.6492313861852829,0.35076861381471713,0.6492313861852829,False
LCS_20260301_Lyon Gaming|Sentinels,LCS,2026,2026-03-01,Sentinels,LYON,LYON,Sentinels,1-0,1,0,1,Lyon Gaming|Sentinels,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs/results/,28 Feb 2026 - Winter - Play Offs,2026-02-28 00:00:00,Lyon Gaming,Sentinels,Lyon Gaming,Sentinels,3-1,3.0,1.0,1.3,4.2,0.763636,0.236364,Lyon Gaming,Sentinels,False,BO5,0.6492313861852829,0.35076861381471713,0.35076861381471713,False
LCS_20260301_Cloud9|Lyon Gaming,LCS,2026,2026-03-01,LYON,Cloud9,Cloud9,LYON,2-1,2,1,3,Cloud9|Lyon Gaming,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs/results/,01 Mar 2026 - Winter - Play Offs,2026-03-01 00:00:00,Lyon Gaming,Cloud9,Lyon Gaming,Cloud9,3-1,3.0,1.0,3.47,1.36,0.281573,0.718427,Lyon Gaming,Cloud9,True,BO5,0.37884702248008734,0.6211529775199127,0.37884702248008734,False
LCS_20260302_Cloud9|Lyon Gaming,LCS,2026,2026-03-02,LYON,Cloud9,LYON,Cloud9,1-0,1,0,1,Cloud9|Lyon Gaming,1.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs/results/,01 Mar 2026 - Winter - Play Offs,2026-03-01 00:00:00,Lyon Gaming,Cloud9,Lyon Gaming,Cloud9,3-1,3.0,1.0,3.47,1.36,0.281573,0.718427,Lyon Gaming,Cloud9,True,BO5,0.37884702248008734,0.6211529775199127,0.37884702248008734,False
LCS_20240302_Immortals|Shopify Rebellion,LCS,2024,2024-03-02,Shopify Rebellion,Immortals,Shopify Rebellion,Immortals,1-0,1,0,1,Immortals|Shopify Rebellion,,,,,,,,,,,,,,,,,,,,,,,
LCS_20240302_Cloud9|FlyQuest,LCS,2024,2024-03-02,Cloud9,FlyQuest,Cloud9,FlyQuest,1-0,1,0,1,Cloud9|FlyQuest,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/#/page/2/,02 Mar 2024 - Spring Season,2024-03-02,FlyQuest eSports,Cloud9,FlyQuest eSports,Cloud9,0-1,0.0,1.0,2.27,1.75,0.435323,0.564677,FlyQuest,Cloud9,False,BO1,0.435323,0.564677,0.564677,True
LCS_20240303_100 Thieves|Dignitas,LCS,2024,2024-03-03,100 Thieves,Dignitas,100 Thieves,Dignitas,1-0,1,0,1,100 Thieves|Dignitas,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/#/page/2/,02 Mar 2024 - Spring Season,2024-03-02,Dignitas,100 Thieves,Dignitas,100 Thieves,0-1,0.0,1.0,2.27,1.67,0.423858,0.576142,Dignitas,100 Thieves,False,BO1,0.423858,0.5761419999999999,0.5761419999999999,True
LCS_20240302_NRG Esports|Team Liquid,LCS,2024,2024-03-02,NRG,Team Liquid,NRG,Team Liquid,1-0,1,0,1,NRG Esports|Team Liquid,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/#/page/2/,02 Mar 2024 - Spring Season,2024-03-02,Team Liquid,NRG Esports,Team Liquid,NRG Esports,0-1,0.0,1.0,2.0,1.9,0.487179,0.512821,Team Liquid,NRG Esports,False,BO1,0.487179,0.512821,0.512821,True
LCS_20240303_Immortals|NRG Esports,LCS,2024,2024-03-03,Immortals,NRG,NRG,Immortals,1-0,1,0,1,Immortals|NRG Esports,,,,,,,,,,,,,,,,,,,,,,,
LCS_20240303_Dignitas|Shopify Rebellion,LCS,2024,2024-03-03,Dignitas,Shopify Rebellion,Dignitas,Shopify Rebellion,1-0,1,0,1,Dignitas|Shopify Rebellion,2.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lcs-2024/results/#/page/2/,03 Mar 2024 - Spring Season,2024-03-03,Dignitas,Shopify Rebellion,Dignitas,Shopify Rebellion,1-0,1.0,0.0,1.85,2.07,0.528061,0.471939,Dignitas,Shopify Rebellion,True,BO1,0.528061,0.471939,0.528061,True
