series_id,league,year,date_day,blue_team,red_team,oe_winner,oe_loser,oe_score,oe_w_wins,oe_l_wins,num_games,pair_key,page_num,source_url,date_header,match_date,team1_raw,team2_raw,team1,team2,series_score,score1,score2,odd1_decimal,odd2_decimal,implied_prob1_vigfree,implied_prob2_vigfree,norm_team1,norm_team2,blue_is_team1,format,q_team1,q_team2,q_blue_win,score_match
11729-11729,LPL,2025,2025-02-08,Ninjas in Pyjamas,FunPlus Phoenix,FunPlus Phoenix,Ninjas in Pyjamas,2-1,2,1,3,FunPlus Phoenix|Ninjas in Pyjamas,7.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/7/,08 Feb 2025 - Spring Season,2025-02-08,Ninjas in Pyjamas,FunPlus Phoenix,Ninjas in Pyjamas,FunPlus Phoenix,3-0,3.0,0.0,1.13,6.3,0.847914,0.152086,Ninjas in Pyjamas,FunPlus Phoenix,True,BO5,0.708446970151129,0.291553029848871,0.708446970151129,True
11730-11730,LPL,2025,2025-02-09,JD Gaming,Weibo Gaming,JD Gaming,Weibo Gaming,3-2,3,2,5,JD Gaming|Weibo Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,09 Feb 2025 - Spring Season,2025-02-09,Weibo Gaming,JD Gaming,Weibo Gaming,JD Gaming,2-3,2.0,3.0,2.03,1.79,0.468586,0.531414,Weibo Gaming,JD Gaming,False,BO5,0.4832333015983057,0.5167666984016943,0.5167666984016943,True
11731-11731,LPL,2025,2025-02-10,Team WE,Anyone's Legend,Team WE,Anyone's Legend,2-2,2,2,4,Anyone's Legend|Team WE,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,10 Feb 2025 - Spring Season,2025-02-10,Team WE,Anyone's Legend,Team WE,Anyone's Legend,1-3,1.0,3.0,15.0,1.02,0.06367,0.93633,Team WE,Anyone's Legend,True,BO5,0.20728764863920582,0.7927123513607942,0.20728764863920582,True
11732-11732,LPL,2025,2025-02-11,EDward Gaming,LNG Esports,LNG Esports,EDward Gaming,2-1,2,1,3,EDward Gaming|LNG Esports,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,11 Feb 2025 - Spring Season,2025-02-11,LNG Esports,EDward Gaming,LNG Esports,EDward Gaming,0-3,0.0,3.0,1.41,2.75,0.661058,0.338942,LNG Esports,EDward Gaming,False,BO5,0.5876784282483297,0.4123215717516703,0.4123215717516703,True
11733-11733,LPL,2025,2025-02-12,Ultra Prime,Oh My God,Oh My God,Ultra Prime,3-2,3,2,5,Oh My God|Ultra Prime,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,12 Feb 2025 - Spring Season,2025-02-12,Ultra Prime,Oh My God,Ultra Prime,Oh My God,2-3,2.0,3.0,2.83,1.5,0.34642,0.65358,Ultra Prime,Oh My God,True,BO5,0.4165541442394539,0.5834458557605461,0.4165541442394539,True
11734-11734,LPL,2025,2025-02-13,Royal Never Give Up,Ninjas in Pyjamas,Ninjas in Pyjamas,Royal Never Give Up,2-1,2,1,3,Ninjas in Pyjamas|Royal Never Give Up,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,13 Feb 2025 - Spring Season,2025-02-13,Royal Never Give Up,Ninjas in Pyjamas,Royal Never Give Up,Ninjas in Pyjamas,0-3,0.0,3.0,5.5,1.14,0.171687,0.828313,Royal Never Give Up,Ninjas in Pyjamas,True,BO5,0.3064275073256736,0.6935724926743264,0.3064275073256736,True
11735-11735,LPL,2025,2025-02-14,Bilibili Gaming,ThunderTalk Gaming,Bilibili Gaming,ThunderTalk Gaming,3-2,3,2,5,Bilibili Gaming|TT Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,14 Feb 2025 - Spring Season,2025-02-14,TT Gaming,Bilibili Gaming,TT Gaming,Bilibili Gaming,3-2,3.0,2.0,8.5,1.06,0.110879,0.889121,TT Gaming,Bilibili Gaming,False,BO5,0.2568566001366939,0.7431433998633061,0.7431433998633061,True
11736-11736,LPL,2025,2025-02-15,FunPlus Phoenix,Invictus Gaming,Invictus Gaming,FunPlus Phoenix,3-0,3,0,3,FunPlus Phoenix|Invictus Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,15 Feb 2025 - Spring Season,2025-02-15,Invictus Gaming,FunPlus Phoenix,Invictus Gaming,FunPlus Phoenix,3-0,3.0,0.0,1.13,7.0,0.861009,0.138991,Invictus Gaming,FunPlus Phoenix,False,BO5,0.7189010141331699,0.28109898586683013,0.28109898586683013,True
11737-11737,LPL,2025,2025-02-16,Top Esports,LGD Gaming,LGD Gaming,Top Esports,2-1,2,1,3,LGD Gaming|Top Esports,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,16 Feb 2025 - Spring Season,2025-02-16,Top Esports,LGD Gaming,Top Esports,LGD Gaming,3-0,3.0,0.0,1.06,8.5,0.889121,0.110879,Top Esports,LGD Gaming,True,BO5,0.743143399863306,0.256856600136694,0.743143399863306,True
11738-11738,LPL,2025,2025-01-23,Oh My God,JD Gaming,Oh My God,JD Gaming,4-1,4,1,5,JD Gaming|Oh My God,7.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/7/,23 Jan 2025 - Spring Season,2025-01-23,Oh My God,JD Gaming,Oh My God,JD Gaming,2-3,2.0,3.0,10.5,1.03,0.089332,0.910668,Oh My God,JD Gaming,True,BO5,0.23602830867969415,0.7639716913203058,0.23602830867969415,True
11763-11763,LPL,2025,2025-02-22,JD Gaming,ThunderTalk Gaming,JD Gaming,ThunderTalk Gaming,3-1,3,1,4,JD Gaming|TT Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,22 Feb 2025 - Spring - Play Offs,2025-02-22,TT Gaming,JD Gaming,TT Gaming,JD Gaming,1-3,1.0,3.0,2.6,1.48,0.362745,0.637255,TT Gaming,JD Gaming,False,BO5,0.4257112787152373,0.5742887212847627,0.5742887212847627,True
11764-11764,LPL,2025,2025-02-22,Ninjas in Pyjamas,Anyone's Legend,Ninjas in Pyjamas,Anyone's Legend,5-0,5,0,5,Anyone's Legend|Ninjas in Pyjamas,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,22 Feb 2025 - Spring - Play Offs,2025-02-22,Ninjas in Pyjamas,Anyone's Legend,Ninjas in Pyjamas,Anyone's Legend,2-3,2.0,3.0,2.36,1.65,0.411471,0.588529,Ninjas in Pyjamas,Anyone's Legend,True,BO5,0.4524995065814965,0.5475004934185035,0.4524995065814965,True
11765-11765,LPL,2025,2025-02-23,Weibo Gaming,Bilibili Gaming,Weibo Gaming,Bilibili Gaming,2-2,2,2,4,Bilibili Gaming|Weibo Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,23 Feb 2025 - Spring - Play Offs,2025-02-23,Bilibili Gaming,Weibo Gaming,Bilibili Gaming,Weibo Gaming,3-1,3.0,1.0,1.28,3.72,0.744,0.256,Bilibili Gaming,Weibo Gaming,False,BO5,0.6368081489815388,0.3631918510184612,0.3631918510184612,True
11766-11766,LPL,2025,2025-02-23,Invictus Gaming,Top Esports,Invictus Gaming,Top Esports,2-2,2,2,4,Invictus Gaming|Top Esports,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,23 Feb 2025 - Spring - Play Offs,2025-02-23,Top Esports,Invictus Gaming,Top Esports,Invictus Gaming,3-1,3.0,1.0,1.55,2.36,0.603581,0.396419,Top Esports,Invictus Gaming,False,BO5,0.5557023659017594,0.44429763409824063,0.44429763409824063,True
11767-11767,LPL,2025,2025-02-24,Bilibili Gaming,ThunderTalk Gaming,ThunderTalk Gaming,Bilibili Gaming,3-1,3,1,4,Bilibili Gaming|TT Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,24 Feb 2025 - Spring - Play Offs,2025-02-24,TT Gaming,Bilibili Gaming,TT Gaming,Bilibili Gaming,1-3,1.0,3.0,5.99,1.15,0.161064,0.838936,TT Gaming,Bilibili Gaming,False,BO5,0.29847173473440586,0.7015282652655941,0.7015282652655941,True
11768-11768,LPL,2025,2025-02-24,Ninjas in Pyjamas,Top Esports,Ninjas in Pyjamas,Top Esports,2-2,2,2,4,Ninjas in Pyjamas|Top Esports,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,24 Feb 2025 - Spring - Play Offs,2025-02-24,Ninjas in Pyjamas,Top Esports,Ninjas in Pyjamas,Top Esports,1-3,1.0,3.0,2.8,1.45,0.341176,0.658824,Ninjas in Pyjamas,Top Esports,True,BO5,0.4135886809398632,0.5864113190601368,0.4135886809398632,True
11769-11769,LPL,2025,2025-02-25,JD Gaming,Anyone's Legend,JD Gaming,Anyone's Legend,4-1,4,1,5,Anyone's Legend|JD Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,25 Feb 2025 - Spring - Play Offs,2025-02-25,JD Gaming,Anyone's Legend,JD Gaming,Anyone's Legend,2-3,2.0,3.0,1.76,2.15,0.549872,0.450128,JD Gaming,Anyone's Legend,True,BO5,0.5266488234539844,0.47335117654601555,0.5266488234539844,True
11770-11770,LPL,2025,2025-02-26,Bilibili Gaming,Top Esports,Bilibili Gaming,Top Esports,2-2,2,2,4,Bilibili Gaming|Top Esports,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,26 Feb 2025 - Spring - Play Offs,2025-02-26,Bilibili Gaming,Top Esports,Bilibili Gaming,Top Esports,1-3,1.0,3.0,1.4,3.23,0.697624,0.302376,Bilibili Gaming,Top Esports,True,BO5,0.6087836006573999,0.3912163993426001,0.6087836006573999,True
11771-11771,LPL,2025,2025-02-27,JD Gaming,Top Esports,JD Gaming,Top Esports,2-2,2,2,4,JD Gaming|Top Esports,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,27 Feb 2025 - Spring - Play Offs,2025-02-27,JD Gaming,Top Esports,JD Gaming,Top Esports,1-3,1.0,3.0,2.25,1.64,0.421594,0.578406,JD Gaming,Top Esports,True,BO5,0.4579861216540877,0.5420138783459123,0.4579861216540877,True
11772-11772,LPL,2025,2025-03-01,Top Esports,Anyone's Legend,Top Esports,Anyone's Legend,3-1,3,1,4,Anyone's Legend|Top Esports,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,01 Mar 2025 - Spring - Play Offs,2025-03-01,Anyone's Legend,Top Esports,Anyone's Legend,Top Esports,1-3,1.0,3.0,2.2,1.73,0.440204,0.559796,Anyone's Legend,Top Esports,False,BO5,0.4680217033505104,0.5319782966494896,0.5319782966494896,True
11869-11869,LPL,2025,2025-03-22,Weibo Gaming,EDward Gaming,Weibo Gaming,EDward Gaming,1-0,1,0,1,EDward Gaming|Weibo Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,22 Mar 2025 - Summer - Stage 1,2025-03-22,Weibo Gaming,EDward Gaming,Weibo Gaming,EDward Gaming,1-0,1.0,0.0,1.41,3.2,0.694143,0.305857,Weibo Gaming,EDward Gaming,True,BO1,0.694143,0.30585700000000005,0.694143,True
11870-11870,LPL,2025,2025-03-22,Team WE,Bilibili Gaming,Bilibili Gaming,Team WE,1-0,1,0,1,Bilibili Gaming|Team WE,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,22 Mar 2025 - Summer - Stage 1,2025-03-22,Team WE,Bilibili Gaming,Team WE,Bilibili Gaming,0-1,0.0,1.0,6.3,1.13,0.152086,0.847914,Team WE,Bilibili Gaming,True,BO1,0.152086,0.8479140000000001,0.152086,True
11871-11871,LPL,2025,2025-03-22,EDward Gaming,Team WE,EDward Gaming,Team WE,1-0,1,0,1,EDward Gaming|Team WE,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,22 Mar 2025 - Summer - Stage 1,2025-03-22,Team WE,EDward Gaming,Team WE,EDward Gaming,0-1,0.0,1.0,3.38,1.38,0.289916,0.710084,Team WE,EDward Gaming,False,BO1,0.289916,0.7100839999999999,0.7100839999999999,True
11872-11872,LPL,2025,2025-03-22,Bilibili Gaming,Weibo Gaming,Bilibili Gaming,Weibo Gaming,1-0,1,0,1,Bilibili Gaming|Weibo Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,22 Mar 2025 - Summer - Stage 1,2025-03-22,Weibo Gaming,Bilibili Gaming,Weibo Gaming,Bilibili Gaming,0-1,0.0,1.0,2.8,1.44,0.339623,0.660377,Weibo Gaming,Bilibili Gaming,False,BO1,0.339623,0.660377,0.660377,True
11873-11873,LPL,2025,2025-03-22,Weibo Gaming,Team WE,Weibo Gaming,Team WE,1-0,1,0,1,Team WE|Weibo Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,22 Mar 2025 - Summer - Stage 1,2025-03-22,Weibo Gaming,Team WE,Weibo Gaming,Team WE,1-0,1.0,0.0,1.2,4.8,0.8,0.2,Weibo Gaming,Team WE,True,BO1,0.8,0.19999999999999996,0.8,True
11874-11874,LPL,2025,2025-03-22,EDward Gaming,Bilibili Gaming,Bilibili Gaming,EDward Gaming,1-0,1,0,1,Bilibili Gaming|EDward Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,22 Mar 2025 - Summer - Stage 1,2025-03-22,EDward Gaming,Bilibili Gaming,EDward Gaming,Bilibili Gaming,0-1,0.0,1.0,4.81,1.22,0.202322,0.797678,EDward Gaming,Bilibili Gaming,True,BO1,0.202322,0.797678,0.202322,True
11875-11875,LPL,2025,2025-03-23,Invictus Gaming,LGD Gaming,Invictus Gaming,LGD Gaming,1-0,1,0,1,Invictus Gaming|LGD Gaming,,,,,,,,,,,,,,,,,,,,,,,
11876-11876,LPL,2025,2025-03-23,LNG Esports,JD Gaming,JD Gaming,LNG Esports,1-0,1,0,1,JD Gaming|LNG Esports,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,23 Mar 2025 - Summer - Stage 1,2025-03-23,LNG Esports,JD Gaming,LNG Esports,JD Gaming,0-1,0.0,1.0,3.96,1.26,0.241379,0.758621,LNG Esports,JD Gaming,True,BO1,0.241379,0.758621,0.241379,True
11877-11877,LPL,2025,2025-03-23,LGD Gaming,LNG Esports,LGD Gaming,LNG Esports,1-0,1,0,1,LGD Gaming|LNG Esports,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,23 Mar 2025 - Summer - Stage 1,2025-03-23,LNG Esports,LGD Gaming,LNG Esports,LGD Gaming,0-1,0.0,1.0,1.65,2.41,0.593596,0.406404,LNG Esports,LGD Gaming,False,BO1,0.593596,0.406404,0.406404,True
11878-11878,LPL,2025,2025-03-23,JD Gaming,Invictus Gaming,Invictus Gaming,JD Gaming,1-0,1,0,1,Invictus Gaming|JD Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,23 Mar 2025 - Summer - Stage 1,2025-03-23,JD Gaming,Invictus Gaming,JD Gaming,Invictus Gaming,0-1,0.0,1.0,1.58,2.41,0.60401,0.39599,JD Gaming,Invictus Gaming,True,BO1,0.60401,0.39598999999999995,0.60401,True
11879-11879,LPL,2025,2025-03-23,Invictus Gaming,LNG Esports,Invictus Gaming,LNG Esports,1-0,1,0,1,Invictus Gaming|LNG Esports,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,23 Mar 2025 - Summer - Stage 1,2025-03-23,LNG Esports,Invictus Gaming,LNG Esports,Invictus Gaming,0-1,0.0,1.0,3.6,1.45,0.287129,0.712871,LNG Esports,Invictus Gaming,False,BO1,0.287129,0.712871,0.712871,True
11880-11880,LPL,2025,2025-03-23,LGD Gaming,JD Gaming,JD Gaming,LGD Gaming,1-0,1,0,1,JD Gaming|LGD Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,23 Mar 2025 - Summer - Stage 1,2025-03-23,LGD Gaming,JD Gaming,LGD Gaming,JD Gaming,0-1,0.0,1.0,4.7,1.26,0.211409,0.788591,LGD Gaming,JD Gaming,True,BO1,0.211409,0.788591,0.211409,True
11881-11881,LPL,2025,2025-03-24,ThunderTalk Gaming,Royal Never Give Up,ThunderTalk Gaming,Royal Never Give Up,1-0,1,0,1,Royal Never Give Up|TT Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,24 Mar 2025 - Summer - Stage 1,2025-03-24,TT Gaming,Royal Never Give Up,TT Gaming,Royal Never Give Up,1-0,1.0,0.0,1.35,3.96,0.745763,0.254237,TT Gaming,Royal Never Give Up,True,BO1,0.745763,0.25423700000000005,0.745763,True
11882-11882,LPL,2025,2025-03-24,Ultra Prime,Anyone's Legend,Anyone's Legend,Ultra Prime,1-0,1,0,1,Anyone's Legend|Ultra Prime,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,24 Mar 2025 - Summer - Stage 1,2025-03-24,Ultra Prime,Anyone's Legend,Ultra Prime,Anyone's Legend,0-1,0.0,1.0,6.5,1.14,0.149215,0.850785,Ultra Prime,Anyone's Legend,True,BO1,0.149215,0.850785,0.149215,True
11883-11883,LPL,2025,2025-03-24,Royal Never Give Up,Ultra Prime,Ultra Prime,Royal Never Give Up,1-0,1,0,1,Royal Never Give Up|Ultra Prime,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,24 Mar 2025 - Summer - Stage 1,2025-03-24,Ultra Prime,Royal Never Give Up,Ultra Prime,Royal Never Give Up,1-0,1.0,0.0,2.41,1.57,0.394472,0.605528,Ultra Prime,Royal Never Give Up,False,BO1,0.394472,0.6055280000000001,0.6055280000000001,True
11884-11884,LPL,2025,2025-03-24,Anyone's Legend,ThunderTalk Gaming,Anyone's Legend,ThunderTalk Gaming,1-0,1,0,1,Anyone's Legend|TT Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,24 Mar 2025 - Summer - Stage 1,2025-03-24,TT Gaming,Anyone's Legend,TT Gaming,Anyone's Legend,0-1,0.0,1.0,2.7,1.5,0.357143,0.642857,TT Gaming,Anyone's Legend,False,BO1,0.357143,0.642857,0.642857,True
11885-11885,LPL,2025,2025-03-24,ThunderTalk Gaming,Ultra Prime,Ultra Prime,ThunderTalk Gaming,1-0,1,0,1,TT Gaming|Ultra Prime,,,,,,,,,,,,,,,,,,,,,,,
11886-11886,LPL,2025,2025-03-24,Royal Never Give Up,Anyone's Legend,Royal Never Give Up,Anyone's Legend,1-0,1,0,1,Anyone's Legend|Royal Never Give Up,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,24 Mar 2025 - Summer - Stage 1,2025-03-24,Royal Never Give Up,Anyone's Legend,Royal Never Give Up,Anyone's Legend,1-0,1.0,0.0,5.8,1.2,0.171429,0.828571,Royal Never Give Up,Anyone's Legend,True,BO1,0.171429,0.828571,0.171429,True
11887-11887,LPL,2025,2025-03-25,Ninjas in Pyjamas,Oh My God,Ninjas in Pyjamas,Oh My God,1-0,1,0,1,Ninjas in Pyjamas|Oh My God,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,25 Mar 2025 - Summer - Stage 1,2025-03-25,Oh My God,Ninjas in Pyjamas,Oh My God,Ninjas in Pyjamas,0-1,0.0,1.0,4.0,1.35,0.252336,0.747664,Oh My God,Ninjas in Pyjamas,False,BO1,0.252336,0.747664,0.747664,True
11888-11888,LPL,2025,2025-03-25,FunPlus Phoenix,Top Esports,Top Esports,FunPlus Phoenix,1-0,1,0,1,FunPlus Phoenix|Top Esports,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,25 Mar 2025 - Summer - Stage 1,2025-03-25,Top Esports,FunPlus Phoenix,Top Esports,FunPlus Phoenix,1-0,1.0,0.0,1.15,5.5,0.827068,0.172932,Top Esports,FunPlus Phoenix,False,BO1,0.827068,0.17293199999999997,0.17293199999999997,True
11889-11889,LPL,2025,2025-03-25,Oh My God,FunPlus Phoenix,FunPlus Phoenix,Oh My God,1-0,1,0,1,FunPlus Phoenix|Oh My God,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,25 Mar 2025 - Summer - Stage 1,2025-03-25,Oh My God,FunPlus Phoenix,Oh My God,FunPlus Phoenix,0-1,0.0,1.0,1.6,2.5,0.609756,0.390244,Oh My God,FunPlus Phoenix,True,BO1,0.609756,0.39024400000000004,0.609756,True
11890-11890,LPL,2025,2025-03-25,Top Esports,Ninjas in Pyjamas,Top Esports,Ninjas in Pyjamas,1-0,1,0,1,Ninjas in Pyjamas|Top Esports,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,25 Mar 2025 - Summer - Stage 1,2025-03-25,Top Esports,Ninjas in Pyjamas,Top Esports,Ninjas in Pyjamas,1-0,1.0,0.0,1.6,2.29,0.588689,0.411311,Top Esports,Ninjas in Pyjamas,True,BO1,0.588689,0.411311,0.588689,True
11891-11891,LPL,2025,2025-03-25,Ninjas in Pyjamas,FunPlus Phoenix,Ninjas in Pyjamas,FunPlus Phoenix,1-0,1,0,1,FunPlus Phoenix|Ninjas in Pyjamas,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,25 Mar 2025 - Summer - Stage 1,2025-03-25,Ninjas in Pyjamas,FunPlus Phoenix,Ninjas in Pyjamas,FunPlus Phoenix,1-0,1.0,0.0,1.25,4.06,0.764595,0.235405,Ninjas in Pyjamas,FunPlus Phoenix,True,BO1,0.764595,0.23540499999999998,0.764595,True
11892-11892,LPL,2025,2025-03-25,Oh My God,Top Esports,Top Esports,Oh My God,1-0,1,0,1,Oh My God|Top Esports,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,25 Mar 2025 - Summer - Stage 1,2025-03-25,Top Esports,Oh My God,Top Esports,Oh My God,1-0,1.0,0.0,1.2,5.3,0.815385,0.184615,Top Esports,Oh My God,False,BO1,0.815385,0.18461499999999997,0.18461499999999997,True
11893-11893,LPL,2025,2025-03-26,EDward Gaming,Weibo Gaming,Weibo Gaming,EDward Gaming,1-0,1,0,1,EDward Gaming|Weibo Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,26 Mar 2025 - Summer - Stage 1,2025-03-26,Weibo Gaming,EDward Gaming,Weibo Gaming,EDward Gaming,1-0,1.0,0.0,1.35,3.93,0.744318,0.255682,Weibo Gaming,EDward Gaming,False,BO1,0.744318,0.25568199999999996,0.25568199999999996,True
11894-11894,LPL,2025,2025-03-26,Bilibili Gaming,Team WE,Bilibili Gaming,Team WE,1-0,1,0,1,Bilibili Gaming|Team WE,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,26 Mar 2025 - Summer - Stage 1,2025-03-26,Team WE,Bilibili Gaming,Team WE,Bilibili Gaming,0-1,0.0,1.0,6.3,1.11,0.149798,0.850202,Team WE,Bilibili Gaming,False,BO1,0.149798,0.850202,0.850202,True
11895-11895,LPL,2025,2025-03-26,Weibo Gaming,Bilibili Gaming,Weibo Gaming,Bilibili Gaming,1-0,1,0,1,Bilibili Gaming|Weibo Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,26 Mar 2025 - Summer - Stage 1,2025-03-26,Weibo Gaming,Bilibili Gaming,Weibo Gaming,Bilibili Gaming,1-0,1.0,0.0,2.99,1.4,0.318907,0.681093,Weibo Gaming,Bilibili Gaming,True,BO1,0.318907,0.681093,0.318907,True
11896-11896,LPL,2025,2025-03-26,Team WE,EDward Gaming,Team WE,EDward Gaming,1-0,1,0,1,EDward Gaming|Team WE,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,26 Mar 2025 - Summer - Stage 1,2025-03-26,Team WE,EDward Gaming,Team WE,EDward Gaming,1-0,1.0,0.0,3.2,1.38,0.30131,0.69869,Team WE,EDward Gaming,True,BO1,0.30131,0.69869,0.30131,True
11897-11897,LPL,2025,2025-03-26,Bilibili Gaming,EDward Gaming,Bilibili Gaming,EDward Gaming,1-0,1,0,1,Bilibili Gaming|EDward Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,26 Mar 2025 - Summer - Stage 1,2025-03-26,EDward Gaming,Bilibili Gaming,EDward Gaming,Bilibili Gaming,0-1,0.0,1.0,4.8,1.25,0.206612,0.793388,EDward Gaming,Bilibili Gaming,False,BO1,0.206612,0.793388,0.793388,True
11898-11898,LPL,2025,2025-03-26,Team WE,Weibo Gaming,Weibo Gaming,Team WE,1-0,1,0,1,Team WE|Weibo Gaming,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,26 Mar 2025 - Summer - Stage 1,2025-03-26,Weibo Gaming,Team WE,Weibo Gaming,Team WE,1-0,1.0,0.0,1.2,5.5,0.820896,0.179104,Weibo Gaming,Team WE,False,BO1,0.820896,0.17910400000000004,0.17910400000000004,True
11899-11899,LPL,2025,2025-03-27,LGD Gaming,Invictus Gaming,Invictus Gaming,LGD Gaming,1-0,1,0,1,Invictus Gaming|LGD Gaming,,,,,,,,,,,,,,,,,,,,,,,
11900-11900,LPL,2025,2025-03-27,JD Gaming,LNG Esports,JD Gaming,LNG Esports,1-0,1,0,1,JD Gaming|LNG Esports,6.0,https://www.oddsportal.com/esports/league-of-legends/league-of-legends-lpl-2025/results/#/page/6/,27 Mar 2025 - Summer - Stage 1,2025-03-27,LNG Esports,JD Gaming,LNG Esports,JD Gaming,0-1,0.0,1.0,4.47,1.2,0.21164,0.78836,LNG Esports,JD Gaming,False,BO1,0.21164,0.78836,0.78836,True
